started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-01-01 18:28:51.501000+00:00,2023-01-01 18:38:42.188000+00:00,590,478,Jernbanetorget,Europarådets plass,59.911901,10.749929,514,Sofienberggata,ved Sars gate,59.9212063,10.7699892
2023-01-01 18:30:46.890000+00:00,2023-01-01 18:34:54.700000+00:00,247,570,Frøen T-bane,langs Slemdalsveien,59.9347352,10.7096985,508,Majorstuen T-bane,ved passasje mot Sørkedalsveien,59.92985724219502,10.714566236770679
2023-01-01 18:44:42.572000+00:00,2023-01-01 18:46:13.665000+00:00,91,478,Jernbanetorget,Europarådets plass,59.911901,10.749929,2330,Stjerneplassen,Krysset Skippergata Storgata,59.91323316606503,10.749958763650312
2023-01-01 18:50:55.749000+00:00,2023-01-01 18:59:35.702000+00:00,519,581,Jordalgata,ved Galgeberg busstopp,59.908227,10.781088,516,Finnmarksgata,ved Telavåggata,59.922839,10.775658
2023-01-01 19:04:52.556000+00:00,2023-01-01 19:20:50.387000+00:00,957,511,Henrik Ibsens gate,ved Parkveien,59.915088,10.7222803,2339,Elgsletta,langs Nylandsveien,59.91564920880896,10.761724502548105
2023-01-01 19:13:46.381000+00:00,2023-01-01 19:42:53.855000+00:00,1747,622,Pilestredet 63,ved trikkestoppet,59.9238826,10.7313627,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515
2023-01-01 19:16:14.080000+00:00,2023-01-01 19:24:38.345000+00:00,504,552,Trelastgata,ved Nordenga bru,59.908004655328924,10.7625700380287,443,Sjøsiden ved trappen,Oslo S,59.910154466964954,10.751980909227372
2023-01-01 19:38:49.472000+00:00,2023-01-01 19:44:58.562000+00:00,369,597,Fredensborg,ved rundkjøringen,59.920995,10.750358,522,Mandalls gate,ved Grønlandsleiret,59.9123469,10.7638147
2023-01-01 19:43:17.788000+00:00,2023-01-01 20:12:11.160000+00:00,1733,423,Schous plass,nærmest rundkjøringen,59.920335,10.760804,423,Schous plass,nærmest rundkjøringen,59.920335,10.760804
2023-01-01 19:47:21.162000+00:00,2023-01-01 19:58:43.593000+00:00,682,392,Sjøsiden ved fontenen,Oslo S,59.910180852633516,10.751698750995615,552,Trelastgata,ved Nordenga bru,59.908004655328924,10.7625700380287
